quarter_cad_number,wall_material_code,year_build,floor,area,period_start_date,deal_price,price_per_sqm
78:10:0005209,Кирпичные,1964,4,47.7,2024-07-01,7600000.0,159329.14046121592
78:10:0005211,Крупнопанельные,1967,4,45.9,2024-07-01,5850000.0,127450.98039215687
78:10:0005218,Кирпичные,1966,8,35.1,2024-07-01,6450000.0,183760.68376068375
78:10:0005211,Кирпичные,1973,6,55.7,2024-07-01,10480000.0,188150.8078994614
78:10:0005212,Монолитные,2008,3,39.7,2024-07-01,7800000.0,196473.5516372796
78:10:0005217,Крупнопанельные,1966,3,104.9,2024-07-01,15330000.0,146139.180171592
78:10:0005211,Крупнопанельные,1967,4,59.8,2024-07-01,7150000.0,119565.21739130435
78:10:0005211,Монолитные,2008,13,24.7,2024-07-01,6000000.0,242914.97975708504
78:10:0005211,Монолитные,2008,12,24.7,2024-07-01,5860000.0,237246.96356275305
78:10:0005218,Крупнопанельные,1965,5,30.7,2024-07-01,5100000.0,166123.77850162867
78:10:0005212,Крупнопанельные,1968,5,29.2,2024-07-01,5100000.0,174657.53424657535
78:10:0005224,Крупнопанельные,1967,4,45.7,2024-07-01,5350000.0,117067.83369803063
78:10:0005209,Кирпичные,1965,3,28.2,2024-07-01,5600000.0,198581.56028368796
78:10:0005209,Кирпичные,1963,2,43.2,2024-07-01,6470000.0,149768.5185185185
78:10:0005217,Крупнопанельные,1965,4,76.2,2024-07-01,11350000.0,148950.1312335958
78:10:0005218,Кирпичные,2006,13,36.4,2024-07-01,9600000.0,263736.26373626373
78:10:0005210,Кирпичные,2000,4,227.1,2024-07-01,48700000.0,214442.97666226333
78:10:0005217,Крупнопанельные,1965,5,48.8,2024-07-01,6990000.0,143237.7049180328
78:10:0005212,Крупнопанельные,1968,9,58.6,2024-07-01,8000000.0,136518.77133105803
78:10:0522301,Крупнопанельные,1966,5,51.8,2024-07-01,6850000.0,132239.38223938225
78:10:0522301,Крупнопанельные,1966,1,44.6,2024-07-01,6100000.0,136771.3004484305
78:10:0005209,Кирпичные,1963,3,56.1,2024-07-01,8200000.0,146167.55793226382
78:10:0005211,Кирпичные,1969,8,44.1,2024-07-01,2000000.0,45351.47392290249
78:10:0005212,Крупнопанельные,1968,6,148.0,2024-07-01,16400000.0,110810.81081081081
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2012,8,86.5,2024-07-01,25800000.0,298265.8959537572
78:10:0005218,Крупнопанельные,1965,4,41.9,2024-07-01,5000000.0,119331.74224343676
78:10:0005218,Крупнопанельные,1965,3,41.8,2024-07-01,6850000.0,163875.5980861244
78:10:0005210,Смешанные,2018,4,43.7,2024-07-01,11500000.0,263157.8947368421
78:10:0005212,Монолитные,2008,13,75.1,2024-07-01,16100000.0,214380.82556591212
78:10:0005212,Крупнопанельные,1968,7,29.4,2024-07-01,4950000.0,168367.34693877553
78:10:0005211,Крупнопанельные,1972,4,43.7,2024-07-01,6950000.0,159038.90160183064
78:10:0522301,Крупнопанельные,1967,5,44.0,2024-07-01,5200000.0,118181.81818181818
78:10:0005210,Кирпичные,2005,2,74.6,2024-07-01,16400000.0,219839.14209115284
78:10:0005212,Монолитные,2008,1,100.7,2024-07-01,13890000.0,137934.45878848064
78:10:0005211,Кирпичные,1969,12,63.9,2024-07-01,10850000.0,169796.55712050077
78:10:0005218,Крупнопанельные,1965,5,30.9,2024-07-01,300000.0,9708.73786407767
78:10:0005210,Из мелких бетонных блоков;Монолитные,2012,13,43.4,2024-07-01,12550000.0,289170.5069124424
78:10:0005210,Из мелких бетонных блоков;Монолитные,2012,16,43.2,2024-07-01,9000000.0,208333.3333333333
78:10:0005218,Крупнопанельные,2004,7,126.7,2024-07-01,26000000.0,205209.15548539857
78:10:0005212,Крупнопанельные,1967,4,45.2,2024-07-01,7200000.0,159292.03539823007
78:10:0005224,Крупнопанельные,2005,16,37.9,2024-07-01,7250000.0,191292.87598944592
78:10:0522301,Крупнопанельные,1967,3,99.5,2024-07-01,6800000.0,68341.70854271356
78:10:0005218,Крупнопанельные,1965,3,92.2,2024-07-01,13600000.0,147505.4229934924
78:10:0522301,Крупнопанельные,1966,3,44.5,2024-07-01,6000000.0,134831.4606741573
78:10:0005203,Кирпичные,1960,4,54.7,2024-07-01,7000000.0,127970.7495429616
78:10:0005212,Крупнопанельные,1968,8,29.1,2024-10-01,5550000.0,190721.6494845361
78:10:0522301,Крупнопанельные,1966,1,90.2,2024-10-01,11500000.0,127494.45676274944
78:10:0005211,Крупнопанельные,1972,7,123.3,2024-10-01,18450000.0,149635.03649635037
78:10:0522301,Крупнопанельные,1972,8,50.9,2024-10-01,8150000.0,160117.87819253438
78:10:0005211,Крупнопанельные,1967,1,44.7,2024-10-01,6400000.0,143176.7337807606
78:10:0005212,Крупнопанельные,1968,9,59.7,2024-10-01,3500000.0,58626.46566164154
78:10:0005217,Крупнопанельные,1970,2,111.4,2024-10-01,15900000.0,142728.90484739677
78:10:0005209,Кирпичные,1963,4,86.1,2024-10-01,14550000.0,168989.54703832752
78:10:0005211,Крупнопанельные,1968,3,171.4,2024-10-01,28150000.0,164235.70595099183
78:10:0522301,Крупнопанельные,1966,4,44.7,2024-10-01,2250000.0,50335.57046979865
78:10:0005209,Кирпичные,1964,4,59.5,2024-10-01,10700000.0,179831.93277310923
78:10:0005218,Кирпичные,2006,7,64.3,2024-10-01,15900000.0,247278.38258164853
78:10:0005211,Крупнопанельные,1972,6,50.3,2024-10-01,9100000.0,180914.51292246522
78:10:0005217,Крупнопанельные,1965,2,41.7,2024-10-01,434810.0,10427.098321342924
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,21,41.2,2024-10-01,10000000.0,242718.44660194175
78:10:0005218,Кирпичные,2006,10,36.5,2024-10-01,8780000.0,240547.94520547945
78:10:0005212,Монолитные,2008,10,76.1,2024-10-01,18300000.0,240473.06176084102
78:10:0005209,Кирпичные,1965,2,60.7,2024-10-01,10800000.0,177924.21746293246
78:10:0005217,Крупнопанельные,1966,2,117.2,2024-10-01,15350000.0,130972.69624573378
78:10:0005218,Крупнопанельные,1965,3,30.8,2024-10-01,5050000.0,163961.03896103895
78:10:0005211,Кирпичные;Монолитные,2010,12,40.5,2024-10-01,8150000.0,201234.56790123458
78:10:0522301,Крупнопанельные,1967,2,58.8,2024-10-01,8450000.0,143707.48299319728
78:10:0005212,Монолитные,2004,8,36.6,2024-10-01,9000000.0,245901.63934426228
78:10:0005218,Кирпичные,1966,2,29.6,2024-10-01,5800000.0,195945.94594594595
78:10:0005209,Кирпичные,1964,3,101.5,2024-10-01,15000000.0,147783.2512315271
78:10:0005212,Монолитные,2008,8,35.1,2024-10-01,8400000.0,239316.2393162393
78:10:0005217,Крупнопанельные,1966,4,102.0,2024-10-01,12700000.0,124509.80392156863
78:10:0005209,Кирпичные,1973,5,50.9,2024-10-01,8450000.0,166011.78781925346
78:10:0522301,Крупнопанельные,1967,1,44.7,2024-10-01,5400000.0,120805.36912751677
78:10:0005212,Крупнопанельные,1967,3,89.5,2024-10-01,12500000.0,139664.80446927375
78:10:0005218,Кирпичные,1968,4,47.3,2024-10-01,7000000.0,147991.54334038057
78:10:0005209,Кирпичные,1998,8,190.7,2024-10-01,47750000.0,250393.2878867331
78:10:0005225,Крупнопанельные,1967,2,44.4,2024-10-01,6150000.0,138513.51351351352
78:10:0005211,Крупнопанельные,1968,9,31.0,2024-10-01,4850000.0,156451.61290322582
78:10:0005212,Крупнопанельные,1968,7,29.4,2024-10-01,5100000.0,173469.38775510204
78:10:0005217,Крупнопанельные,1966,5,138.2,2024-10-01,21750000.0,157380.60781476123
78:10:0005224,Кирпичные,1987,5,49.3,2024-10-01,9400000.0,190669.37119675457
78:10:0005211,Крупнопанельные,1970,4,30.8,2024-10-01,5600000.0,181818.18181818182
78:10:0522301,Крупнопанельные,1967,1,86.9,2024-10-01,10800000.0,124280.7825086306
78:10:0522301,Крупнопанельные,1968,4,44.6,2024-10-01,6350000.0,142376.68161434977
78:10:0522301,Кирпичные,1968,2,48.8,2024-10-01,8000000.0,163934.42622950822
78:10:0005211,Монолитные,2008,15,60.2,2024-10-01,14500000.0,240863.78737541527
78:10:0005203,Кирпичные,1959,5,47.8,2024-10-01,8300000.0,173640.16736401676
78:10:0005212,Крупнопанельные,1968,4,30.8,2024-10-01,4900000.0,159090.9090909091
78:10:0005211,Крупнопанельные,1967,1,45.4,2024-10-01,5400000.0,118942.73127753305
78:10:0005218,Крупнопанельные,1966,5,31.5,2024-10-01,5730000.0,181904.7619047619
78:10:0005217,Крупнопанельные,1965,1,145.8,2024-10-01,18470000.0,126680.38408779149
78:10:0005212,Крупнопанельные,1967,2,122.6,2024-10-01,12130000.0,98939.64110929854
78:10:0005203,Кирпичные,1965,6,33.3,2024-10-01,5500000.0,165165.16516516518
78:10:0005211,Крупнопанельные,1967,4,136.0,2024-10-01,19450000.0,143014.70588235295
78:10:0005211,Монолитные,2008,11,39.2,2024-10-01,8800000.0,224489.79591836734
78:10:0005211,Крупнопанельные,1968,8,106.7,2024-10-01,22100000.0,207122.7741330834
78:10:0005212,Крупнопанельные,1968,5,58.9,2024-10-01,8600000.0,146010.18675721562
78:10:0005211,Крупнопанельные,1972,9,59.5,2024-10-01,8200000.0,137815.12605042016
78:10:0005211,Крупнопанельные,1968,5,91.6,2024-10-01,15460000.0,168777.29257641922
78:10:0005217,Крупнопанельные,1970,9,47.6,2024-10-01,7900000.0,165966.38655462183
78:10:0005211,Крупнопанельные,1970,8,30.4,2024-10-01,6050000.0,199013.15789473685
78:10:0005224,Крупнопанельные,2005,7,124.2,2024-10-01,21000000.0,169082.12560386473
78:10:0005218,Кирпичные,2006,2,80.3,2024-10-01,17700000.0,220423.41220423413
78:10:0005212,Крупнопанельные,1968,3,59.5,2024-10-01,10790000.0,181344.53781512604
78:10:0005224,Крупнопанельные,1966,3,91.3,2024-10-01,13290000.0,145564.07447973714
78:10:0005212,Крупнопанельные,1967,5,45.3,2024-10-01,8100000.0,178807.94701986757
78:10:0005217,Крупнопанельные,1966,6,30.8,2024-10-01,5600000.0,181818.18181818182
78:10:0005224,Крупнопанельные,1967,4,91.0,2024-10-01,11350000.0,124725.27472527472
78:10:0005212,Крупнопанельные,2005,2,41.2,2024-10-01,6600000.0,160194.17475728155
78:10:0005210,Смешанные,2018,18,60.7,2024-10-01,16700000.0,275123.5584843492
78:10:0005209,Кирпичные,1966,7,56.7,2024-10-01,9000000.0,158730.15873015873
78:10:0005211,Крупнопанельные,1967,5,113.5,2024-10-01,14520000.0,127929.5154185022
78:10:0005209,Кирпичные,1964,2,44.7,2024-10-01,7500000.0,167785.23489932885
78:10:0005210,Кирпичные;Монолитные,2007,16,39.3,2024-10-01,8600000.0,218829.51653944023
78:10:0522301,Кирпичные,1968,9,93.7,2024-10-01,15100000.0,161152.61472785485
78:10:0005212,Крупнопанельные,1967,5,30.6,2024-10-01,4850000.0,158496.73202614379
78:10:0005212,Крупнопанельные,1968,5,138.1,2024-10-01,21750000.0,157494.56915278785
78:10:0005225,Кирпичные,1977,8,30.8,2024-10-01,5400000.0,175324.6753246753
78:10:0005224,Крупнопанельные,1967,2,90.2,2024-10-01,11200000.0,124168.51441241684
78:10:0005209,Кирпичные,1964,2,50.2,2024-10-01,7100000.0,141434.26294820715
78:10:0005224,Крупнопанельные,2005,2,61.3,2024-10-01,10470000.0,170799.34747145188
78:10:0005217,Крупнопанельные,1970,4,50.3,2024-10-01,5000000.0,99403.57852882704
78:10:0005209,Кирпичные,1963,1,149.2,2024-10-01,18150000.0,121648.79356568365
78:10:0005218,Кирпичные,2006,12,44.9,2024-10-01,9200000.0,204899.7772828508
78:10:0005217,Кирпичные,1966,7,34.2,2024-10-01,7000000.0,204678.3625730994
78:10:0005209,Кирпичные,1998,1,132.3,2024-10-01,33745000.0,255064.24792139075
78:10:0005209,Кирпичные,1968,6,36.0,2024-10-01,5800000.0,161111.11111111112
78:10:0005210,Смешанные,2018,2,40.8,2024-10-01,9500000.0,232843.137254902
78:10:0005211,Монолитные,2003,3,24.6,2024-10-01,5200000.0,211382.1138211382
78:10:0005211,Крупнопанельные,1968,1,48.8,2024-10-01,7800000.0,159836.0655737705
78:10:0005217,Крупнопанельные,1965,2,179.5,2024-10-01,17250000.0,96100.27855153203
78:10:0005217,Крупнопанельные,1965,6,116.3,2024-10-01,14435120.0,124119.69045571798
78:10:0005224,Крупнопанельные,1967,5,45.5,2024-10-01,5850000.0,128571.42857142857
78:10:0005218,Кирпичные,1966,6,46.8,2024-10-01,2740000.0,58547.008547008554
78:10:0005224,Крупнопанельные,1967,1,91.8,2024-10-01,17854020.0,194488.23529411765
78:10:0005217,Крупнопанельные,1965,5,42.8,2024-10-01,810000.0,18925.233644859814
78:10:0522301,Крупнопанельные,1967,5,206.2,2024-10-01,17300000.0,83899.12706110573
78:10:0005224,Крупнопанельные,2005,14,41.8,2024-10-01,6800000.0,162679.4258373206
78:10:0005212,Крупнопанельные,1968,9,81.8,2024-10-01,14650000.0,179095.3545232274
78:10:0005212,Монолитные,2006,2,39.2,2024-10-01,8000000.0,204081.6326530612
78:10:0005210,Кирпичные;Монолитные,2007,4,121.2,2024-10-01,26850000.0,221534.65346534652
78:10:0005209,Кирпичные,1965,9,30.2,2024-10-01,7790000.0,257947.01986754968
78:10:0005217,Крупнопанельные,1965,1,136.8,2024-10-01,9695000.0,70869.88304093566
78:10:0005209,Кирпичные,1964,9,48.2,2024-10-01,4500000.0,93360.9958506224
78:10:0005212,Кирпичные,1966,2,68.4,2024-10-01,13890000.0,203070.1754385965
78:10:0005224,Крупнопанельные,1966,3,45.5,2024-10-01,6900000.0,151648.35164835164
78:10:0005209,Кирпичные,1966,6,57.7,2024-10-01,9500000.0,164644.71403812824
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,17,273.4,2024-10-01,86500000.0,316386.24725676666
78:10:0005217,Крупнопанельные,1965,3,31.8,2024-10-01,5200000.0,163522.01257861636
78:10:0005218,Кирпичные,1966,8,46.6,2024-10-01,7990000.0,171459.22746781114
78:10:0005211,Крупнопанельные,1968,2,31.4,2024-10-01,5100000.0,162420.38216560512
78:10:0005212,Крупнопанельные,1968,1,29.2,2024-10-01,5100000.0,174657.53424657535
78:10:0005217,Крупнопанельные,1971,5,61.9,2024-10-01,3000000.0,48465.266558966076
78:10:0005224,Кирпичные,1972,6,194.4,2024-10-01,2150000.0,11059.670781893004
78:10:0005210,Кирпичные,2000,11,60.2,2024-10-01,3000000.0,49833.88704318937
78:10:0005218,Крупнопанельные,1966,3,72.8,2024-10-01,12275000.0,168612.63736263738
78:10:0005224,Крупнопанельные,1967,3,62.1,2024-10-01,10260000.0,165217.3913043478
78:10:0005217,Крупнопанельные,1965,3,31.0,2024-10-01,5000000.0,161290.32258064515
78:10:0005209,Кирпичные,1966,4,32.5,2024-10-01,7600000.0,233846.15384615384
78:10:0005209,Кирпичные,1973,5,71.2,2024-10-01,12700000.0,178370.78651685393
78:10:0005210,Кирпичные;Монолитные,2007,17,76.9,2024-10-01,17800000.0,231469.44083224965
78:10:0005212,Крупнопанельные,1968,6,44.1,2024-10-01,7200000.0,163265.30612244896
78:10:0005217,Крупнопанельные,1966,7,31.0,2024-10-01,5600000.0,180645.16129032258
78:10:0005225,Кирпичные,1977,6,50.5,2024-10-01,7700000.0,152475.24752475249
78:10:0005210,Смешанные,2018,9,52.0,2024-10-01,15000000.0,288461.53846153844
78:10:0005211,Крупнопанельные,1968,6,31.2,2024-10-01,5900000.0,189102.5641025641
78:10:0005210,Из мелких бетонных блоков;Монолитные,2012,19,70.8,2024-10-01,17990000.0,254096.0451977401
78:10:0005224,Кирпичные,1972,3,97.5,2024-10-01,13900000.0,142564.10256410256
78:10:0005211,Кирпичные,1969,11,35.3,2024-10-01,5900000.0,167138.81019830029
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2012,16,37.5,2024-10-01,12400000.0,330666.6666666667
78:10:0005211,Монолитные,2008,9,24.8,2024-10-01,5500000.0,221774.1935483871
78:10:0005212,Кирпичные,1966,5,55.6,2024-10-01,8000000.0,143884.89208633092
78:10:0005209,Кирпичные,1964,3,48.0,2024-10-01,6000000.0,125000.0
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2012,14,95.5,2024-10-01,23500000.0,246073.29842931937
78:10:0005210,Кирпичные;Монолитные,2007,12,48.0,2024-10-01,11700000.0,243750.0
78:10:0005212,Монолитные,2008,5,35.6,2024-10-01,8100000.0,227528.08988764044
78:10:0005212,Монолитные,2008,17,65.3,2024-10-01,15700000.0,240428.79019908118
78:10:0005211,Крупнопанельные,1967,2,45.3,2024-10-01,5850000.0,129139.07284768212
78:10:0005210,Монолитные,2007,6,67.9,2024-10-01,8600000.0,126656.84830633283
78:10:0005217,Кирпичные;Каркасно-панельные,1970,5,31.2,2024-10-01,2650000.0,84935.89743589744
78:10:0005211,Кирпичные,1969,3,35.1,2024-10-01,7200000.0,205128.20512820513
78:10:0005217,Кирпичные,1995,7,50.9,2024-10-01,10539000.0,207053.0451866405
78:10:0005212,Крупнопанельные,1968,5,88.1,2024-10-01,14050000.0,159477.866061294
78:10:0005217,Кирпичные,1973,11,36.8,2024-10-01,6200000.0,168478.26086956522
78:10:0005209,Кирпичные,1963,5,42.8,2024-10-01,6250000.0,146028.03738317758
78:10:0005210,Кирпичные,2005,4,89.7,2024-10-01,20000000.0,222965.4403567447
78:10:0005211,Кирпичные,1973,2,35.5,2024-10-01,6250000.0,176056.338028169
78:10:0005217,Крупнопанельные,1966,3,30.9,2024-10-01,5900000.0,190938.51132686084
78:10:0005212,Кирпичные,1970,7,46.1,2024-10-01,8500000.0,184381.7787418655
78:10:0005212,Крупнопанельные,1968,7,44.8,2024-10-01,8650000.0,193080.35714285716
78:10:0005210,Кирпичные;Монолитные,2007,2,38.2,2024-10-01,8700000.0,227748.69109947642
78:10:0005209,Кирпичные,1963,4,56.1,2024-10-01,9000000.0,160427.807486631
78:10:0005217,Крупнопанельные,1966,1,46.1,2024-10-01,5600000.0,121475.05422993492
78:10:0005209,Кирпичные,1963,5,74.5,2024-10-01,13940000.0,187114.09395973154
78:10:0005209,Кирпичные,1963,1,30.6,2024-10-01,7135000.0,233169.93464052287
78:10:0005203,Крупнопанельные,1964,5,41.4,2024-10-01,3160000.0,76328.50241545893
78:10:0005209,Кирпичные,1965,5,28.4,2024-10-01,6300000.0,221830.98591549296
78:10:0005218,Крупнопанельные,1965,2,140.4,2024-10-01,19990000.0,142378.91737891737
78:10:0005212,Крупнопанельные,1968,6,31.3,2024-10-01,4600000.0,146964.85623003193
78:10:0005210,Кирпичные,2000,7,70.2,2024-10-01,14500000.0,206552.70655270654
78:10:0005209,Кирпичные,1965,4,30.0,2024-10-01,5500000.0,183333.33333333334
78:10:0005209,Кирпичные,1968,3,29.6,2024-10-01,4400000.0,148648.64864864864
78:10:0005211,Монолитные,2009,9,34.2,2024-10-01,9800000.0,286549.70760233916
78:10:0005218,Крупнопанельные,1966,4,44.3,2024-10-01,6000000.0,135440.18058690746
78:10:0005211,Кирпичные;Монолитные,2010,16,70.4,2024-10-01,15300000.0,217329.54545454544
78:10:0005217,Крупнопанельные,1966,9,45.1,2024-10-01,7220000.0,160088.69179600888
78:10:0005212,Крупнопанельные,1968,8,88.0,2024-10-01,7150000.0,81250.0
78:10:0522301,Крупнопанельные,1968,3,44.1,2024-10-01,5300000.0,120181.40589569161
78:10:0005218,Кирпичные,2006,16,113.0,2024-10-01,20000000.0,176991.15044247787
78:10:0005217,Крупнопанельные,1965,5,45.4,2024-10-01,6400000.0,140969.16299559473
78:10:0522301,Крупнопанельные,1966,2,43.9,2024-10-01,6850000.0,156036.4464692483
78:10:0005212,Крупнопанельные,1968,1,54.4,2024-10-01,6500000.0,119485.29411764706
78:10:0005218,Крупнопанельные,1965,4,31.0,2024-10-01,5550000.0,179032.25806451612
78:10:0005209,Кирпичные,1965,8,45.2,2024-10-01,8050000.0,178097.34513274336
78:10:0005217,Кирпичные,1965,5,48.7,2024-10-01,8000000.0,164271.04722792606
78:10:0522301,Крупнопанельные,1966,3,44.8,2024-10-01,6125000.0,136718.75
78:10:0005211,Крупнопанельные,1968,7,49.2,2024-10-01,9950000.0,202235.77235772356
78:10:0005217,Крупнопанельные,1966,6,59.0,2024-10-01,1660894.0,28150.745762711864
78:10:0005225,Крупнопанельные,1967,3,57.5,2024-10-01,1800000.0,31304.347826086956
78:10:0005218,Кирпичные,1969,9,44.5,2024-10-01,8050000.0,180898.8764044944
78:10:0005212,Крупнопанельные,1967,5,46.3,2024-10-01,6200000.0,133909.28725701946
78:10:0005211,Крупнопанельные,1967,3,93.0,2024-10-01,13700000.0,147311.82795698923
78:10:0005211,Крупнопанельные,1972,1,43.5,2024-10-01,6000000.0,137931.0344827586
78:10:0005224,Кирпичные,1987,6,49.2,2024-10-01,7200000.0,146341.46341463414
78:10:0005217,Крупнопанельные,1995,2,50.8,2024-10-01,8600000.0,169291.33858267718
78:10:0005209,Кирпичные,1965,5,30.4,2024-10-01,5950000.0,195723.68421052632
78:10:0005211,Кирпичные;Монолитные,2010,3,31.0,2024-10-01,6000000.0,193548.38709677418
78:10:0005212,Крупнопанельные,1968,9,29.2,2024-10-01,4900000.0,167808.2191780822
78:10:0005225,Крупнопанельные,1967,3,46.3,2024-10-01,5500000.0,118790.4967602592
78:10:0005211,Кирпичные;Крупнопанельные;Каркасно-панельные,1970,5,30.9,2024-10-01,5800000.0,187702.2653721683
78:10:0005212,Кирпичные,1966,3,109.9,2024-10-01,4601722.0,41871.9017288444
78:10:0005210,Смешанные,2018,12,28.3,2024-10-01,8400000.0,296819.7879858657
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,12,44.3,2024-10-01,3300000.0,74492.0993227991
78:10:0005217,Кирпичные,1973,9,54.2,2024-10-01,10200000.0,188191.88191881918
78:10:0005218,Кирпичные,2006,4,44.9,2024-10-01,10650000.0,237193.76391982182
78:10:0005212,Крупнопанельные,1968,4,75.19999999999999,2024-10-01,13770000.0,183111.7021276596
78:10:0005212,Монолитные,2004,3,36.3,2024-10-01,8000000.0,220385.6749311295
78:10:0005211,Крупнопанельные,1967,1,45.6,2024-10-01,1794886.0,39361.5350877193
78:10:0005211,Крупнопанельные,1969,7,44.4,2024-10-01,6800000.0,153153.15315315317
78:10:0005217,Крупнопанельные,1966,2,62.3,2024-10-01,1800000.0,28892.455858747995
78:10:0005225,Кирпичные,1977,4,35.9,2024-10-01,5150000.0,143454.0389972145
78:10:0005217,Крупнопанельные,1969,7,30.9,2024-10-01,5150000.0,166666.6666666667
78:10:0005218,Кирпичные,1968,3,29.7,2024-10-01,4650000.0,156565.65656565657
78:10:0005217,Крупнопанельные,1966,3,77.8,2024-10-01,9840000.0,126478.14910025707
78:10:0005218,Кирпичные,1966,7,38.0,2024-10-01,7000000.0,184210.52631578947
78:10:0005212,Крупнопанельные,1969,3,44.3,2024-10-01,5900000.0,133182.84424379232
78:10:0005217,Крупнопанельные,1965,6,87.2,2024-10-01,16780000.0,192431.19266055044
78:10:0005217,Кирпичные,1996,5,35.9,2024-10-01,6000000.0,167130.91922005572
78:10:0005224,Крупнопанельные,1967,4,75.6,2024-10-01,10250000.0,135582.01058201058
78:10:0005209,Кирпичные,1969,7,45.8,2024-10-01,2000000.0,43668.12227074236
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2012,23,49.8,2024-10-01,13500000.0,271084.3373493976
78:10:0005210,Смешанные,2018,16,65.9,2024-10-01,19600000.0,297420.3338391502
78:10:0005210,Кирпичные;Монолитные,2012,2,37.7,2024-10-01,9000000.0,238726.79045092835
78:10:0005209,Кирпичные,1964,2,76.5,2024-10-01,12970000.0,169542.48366013073
78:10:0005209,Кирпичные,1965,2,37.8,2024-10-01,7500000.0,198412.69841269843
78:10:0005209,Кирпичные,1966,3,44.8,2024-10-01,8800000.0,196428.57142857145
78:10:0005217,Крупнопанельные,1965,4,135.0,2024-10-01,16870000.0,124962.96296296296
78:10:0005218,Кирпичные,2006,13,51.0,2024-10-01,11990000.0,235098.03921568627
78:10:0005210,Кирпичные;Монолитные,2012,18,38.1,2024-10-01,9100000.0,238845.14435695537
78:10:0005209,Кирпичные,1968,1,49.7,2024-10-01,6645000.0,133702.21327967805
78:10:0005212,Крупнопанельные,1968,8,87.9,2024-10-01,14500000.0,164960.18202502842
78:10:0005217,Крупнопанельные,1965,5,61.3,2024-10-01,9700000.0,158238.17292006526
78:10:0005212,Крупнопанельные,1969,4,29.8,2024-10-01,5850000.0,196308.72483221476
78:10:0005212,Крупнопанельные,1968,2,30.3,2024-10-01,5398008.0,178152.0792079208
78:10:0005209,Кирпичные,1964,5,31.1,2024-10-01,5300000.0,170418.00643086815
78:10:0005217,Крупнопанельные,1971,9,47.2,2024-10-01,6700000.0,141949.15254237287
78:10:0005217,Крупнопанельные,1965,4,59.4,2024-10-01,7050000.0,118686.8686868687
78:10:0005211,Крупнопанельные,1969,5,54.3,2024-10-01,7400000.0,136279.92633517497
78:10:0522301,Крупнопанельные,1966,5,104.4,2024-10-01,6825000.0,65373.5632183908
78:10:0005218,Кирпичные,1966,6,33.4,2024-10-01,5700000.0,170658.68263473053
78:10:0005225,Крупнопанельные,1967,3,45.3,2024-10-01,5900000.0,130242.82560706402
78:10:0005218,Крупнопанельные,1972,5,63.2,2024-10-01,2000000.0,31645.56962025316
78:10:0005212,Крупнопанельные,1968,7,157.1,2024-10-01,22800000.0,145130.49013367284
78:10:0005212,Крупнопанельные,1967,1,31.3,2024-10-01,4900000.0,156549.52076677317
78:10:0005210,Смешанные,2018,17,41.6,2024-10-01,11600000.0,278846.1538461538
78:10:0005212,Крупнопанельные,1968,6,112.2,2024-10-01,18280000.0,162923.35115864527
78:10:0005217,Крупнопанельные,1965,2,46.0,2024-10-01,6900000.0,150000.0
78:10:0005218,Крупнопанельные,1965,4,31.0,2024-10-01,6270000.0,202258.06451612903
78:10:0005203,Кирпичные,1987,3,32.1,2024-10-01,7100000.0,221183.80062305296
78:10:0005217,Крупнопанельные,1965,4,132.3,2024-10-01,19900000.0,150415.72184429326
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,4,67.0,2024-10-01,17000000.0,253731.3432835821
78:10:0005212,Крупнопанельные,1967,2,91.0,2024-10-01,8900000.0,97802.1978021978
78:10:0005208,Кирпичные,1981,6,68.3,2024-10-01,15700000.0,229868.22840409956
78:10:0005209,Кирпичные,1966,8,58.9,2024-10-01,9300000.0,157894.73684210525
78:10:0522301,Крупнопанельные,1967,1,69.8,2024-10-01,1930000.0,27650.429799426936
78:10:0005217,Кирпичные;Каркасно-панельные,1970,6,30.4,2024-10-01,6000000.0,197368.4210526316
78:10:0005212,Кирпичные,1958,2,40.2,2024-10-01,7200000.0,179104.4776119403
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,3,82.5,2024-10-01,23000000.0,278787.8787878788
78:10:0005212,Крупнопанельные,1967,4,31.0,2024-10-01,4000000.0,129032.25806451614
78:10:0005218,Кирпичные,2006,9,114.1,2024-10-01,19650000.0,172217.3531989483
78:10:0005218,Крупнопанельные,1965,5,80.1,2024-10-01,10800000.0,134831.4606741573
78:10:0005211,Кирпичные,1969,11,36.3,2024-10-01,6700000.0,184573.00275482095
78:10:0005210,Кирпичные;Монолитные,2012,7,36.8,2024-10-01,11500000.0,312500.0
78:10:0005211,Монолитные,2003,13,48.2,2024-10-01,10600000.0,219917.01244813277
78:10:0005218,Кирпичные,2006,3,50.7,2024-10-01,11750000.0,231755.42406311637
78:10:0522301,Кирпичные,1970,6,35.9,2024-10-01,1881440.85,52407.82311977716
78:10:0005217,Крупнопанельные,1965,3,30.9,2024-10-01,4000000.0,129449.83818770228
