quarter_cad_number,wall_material_code,year_build,floor,area,period_start_date,deal_price,price_per_sqm
78:10:0005217,Крупнопанельные,1965,3,193.9,2024-01-01,27550000.0,142083.54822073234
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,9,38.9,2024-01-01,9200000.0,236503.8560411311
78:10:0005210,Кирпичные,2000,10,38.8,2024-01-01,8850000.0,228092.78350515466
78:10:0005211,Крупнопанельные,1972,7,50.5,2024-01-01,1500000.0,29702.970297029704
78:10:0005212,Монолитные,2008,16,90.8,2024-01-01,21500000.0,236784.140969163
78:10:0005210,Кирпичные;Монолитные,2007,2,37.1,2024-01-01,9300000.0,250673.85444743934
78:10:0005212,Крупнопанельные,1968,1,58.9,2024-01-01,7300000.0,123938.87945670629
78:10:0522301,Крупнопанельные,1967,4,94.1,2024-01-01,13500000.0,143464.3995749203
78:10:0005212,Кирпичные,1970,4,45.4,2024-01-01,9000000.0,198237.88546255507
78:10:0005211,Крупнопанельные,1968,4,76.2,2024-01-01,8440000.0,110761.15485564304
78:10:0005211,Крупнопанельные,1967,5,41.7,2024-01-01,6325000.0,151678.6570743405
78:10:0522301,Крупнопанельные,1966,1,59.4,2024-01-01,1682442.0,28323.939393939396
78:10:0005217,Кирпичные,1966,4,33.6,2024-01-01,6800000.0,202380.95238095237
78:10:0005210,Монолитные,2007,10,42.4,2024-01-01,3500000.0,82547.16981132075
78:10:0005209,Кирпичные,1964,4,42.4,2024-01-01,6350000.0,149764.15094339623
78:10:0005211,Крупнопанельные,1972,6,45.4,2024-01-01,2500000.0,55066.07929515419
78:10:0005212,Крупнопанельные,1968,7,90.1,2024-01-01,12700000.0,140954.4950055494
78:10:0005218,Крупнопанельные,1965,2,61.40000000000001,2024-01-01,5466000.0,89022.80130293158
78:10:0005224,Крупнопанельные,1967,3,72.4,2024-01-01,8000000.0,110497.23756906076
78:10:0005225,Крупнопанельные,1967,4,89.8,2024-01-01,9050000.0,100779.51002227172
78:10:0005217,Крупнопанельные,1966,2,178.3,2024-01-01,11600000.0,65058.889512058326
78:10:0005209,Кирпичные,1964,1,49.7,2024-01-01,6700000.0,134808.85311871226
78:10:0005218,Крупнопанельные,1965,3,104.3,2024-01-01,16200000.0,155321.18887823587
78:10:0522301,Крупнопанельные,1967,2,44.6,2024-01-01,6299000.0,141233.18385650223
78:10:0005210,Кирпичные;Монолитные,2007,11,38.2,2024-01-01,9600000.0,251308.90052356018
78:10:0005217,Крупнопанельные,1966,4,46.0,2024-01-01,6200000.0,134782.60869565216
78:10:0005212,Крупнопанельные,1967,3,45.2,2024-01-01,6200000.0,137168.14159292035
78:10:0005209,Кирпичные,1968,3,63.1,2024-01-01,7550000.0,119651.3470681458
78:10:0005217,Крупнопанельные,1966,7,93.3,2024-01-01,7604000.0,81500.5359056806
78:10:0005210,Кирпичные,2005,6,44.9,2024-01-01,10500000.0,233853.0066815145
78:10:0005217,Кирпичные;Каркасно-панельные,1970,9,30.8,2024-01-01,5650000.0,183441.55844155845
78:10:0005224,Кирпичные,1987,3,63.4,2024-01-01,11900000.0,187697.16088328077
78:10:0005217,Крупнопанельные,1966,9,30.7,2024-01-01,5900000.0,192182.41042345276
78:10:0005211,Крупнопанельные,1972,5,44.4,2024-01-01,2450000.0,55180.180180180185
78:10:0005212,Крупнопанельные,1968,2,29.0,2024-01-01,7690000.0,265172.4137931034
78:10:0005211,Крупнопанельные,1968,6,75.5,2024-01-01,12900000.0,170860.9271523179
78:10:0005217,Крупнопанельные,1965,1,30.7,2024-01-01,5400000.0,175895.76547231272
78:10:0005208,Кирпичные,2001,9,167.7,2024-01-01,32000000.0,190816.93500298154
78:10:0005211,Монолитные,2009,8,58.9,2024-01-01,13000000.0,220713.07300509338
78:10:0005212,Монолитные,2008,18,63.3,2024-01-01,14300000.0,225908.37282780412
78:10:0005203,Кирпичные,1987,9,49.2,2024-01-01,11650000.0,236788.61788617884
78:10:0005212,Монолитные,2004,4,43.0,2024-01-01,4258400.0,99032.55813953489
78:10:0522301,Крупнопанельные,1966,3,44.8,2024-01-01,1111880.0,24818.75
78:10:0005212,Крупнопанельные,1967,5,91.9,2024-01-01,8570000.0,93253.53645266594
78:10:0005210,Кирпичные,2005,15,49.0,2024-01-01,10500000.0,214285.7142857143
78:10:0005212,Крупнопанельные,1968,5,107.9,2024-01-01,7255000.0,67238.18350324374
78:10:0005218,Крупнопанельные,1966,2,30.8,2024-01-01,4900000.0,159090.9090909091
78:10:0005209,Кирпичные,1968,4,136.8,2024-01-01,15100000.0,110380.11695906431
78:10:0005212,Крупнопанельные,1967,4,59.4,2024-01-01,1500000.0,25252.525252525254
78:10:0005211,Монолитные,2008,4,43.2,2024-01-01,10500000.0,243055.55555555553
78:10:0005218,Крупнопанельные,1965,1,30.7,2024-01-01,5850000.0,190553.74592833876
78:10:0005212,Крупнопанельные,1967,5,31.0,2024-01-01,5150000.0,166129.03225806452
78:10:0005217,Крупнопанельные,1965,5,90.8,2024-01-01,12950000.0,142621.14537444935
78:10:0005211,Крупнопанельные,1968,1,61.90000000000001,2024-01-01,10200000.0,164781.9063004846
78:10:0005217,Крупнопанельные,1965,2,131.3,2024-01-01,16100000.0,122619.9543031226
78:10:0005211,Кирпичные,1959,2,29.5,2024-01-01,5500000.0,186440.6779661017
78:10:0005209,Кирпичные,1966,5,45.7,2024-01-01,8200000.0,179431.07221006564
78:10:0005224,Крупнопанельные,1966,2,59.0,2024-01-01,8400000.0,142372.88135593222
78:10:0005212,Крупнопанельные,1968,1,87.2,2024-01-01,12000000.0,137614.67889908256
78:10:0005212,Кирпичные,1958,1,86.5,2024-01-01,14400000.0,166473.98843930635
78:10:0522301,Крупнопанельные,1967,3,88.7,2024-01-01,13400000.0,151071.02593010146
78:10:0005217,Крупнопанельные,1965,5,148.4,2024-01-01,15600000.0,105121.29380053908
78:10:0005211,Кирпичные,1969,9,47.0,2024-01-01,7150000.0,152127.6595744681
78:10:0005212,Крупнопанельные,1968,9,50.2,2024-01-01,7700000.0,153386.45418326693
78:10:0005217,Крупнопанельные,1965,1,182.3,2024-01-01,23300000.0,127811.30005485463
78:10:0005217,Кирпичные;Каркасно-панельные,1970,2,31.2,2024-01-01,6090000.0,195192.3076923077
78:10:0005218,Кирпичные,1966,4,65.80000000000001,2024-01-01,13350000.0,202887.53799392094
78:10:0005209,Кирпичные,1963,4,72.6,2024-01-01,13350000.0,183884.29752066117
78:10:0005225,Крупнопанельные,1967,4,46.0,2024-01-01,5600000.0,121739.13043478261
78:10:0005211,Крупнопанельные,1968,3,44.6,2024-01-01,3700000.0,82959.64125560538
78:10:0005218,Кирпичные,1966,5,43.2,2024-01-01,1215000.0,28124.999999999996
78:10:0005218,Крупнопанельные,1966,3,88.1,2024-01-01,13600000.0,154370.0340522134
78:10:0005217,Крупнопанельные,1965,3,73.0,2024-01-01,6600000.0,90410.95890410959
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,5,44.1,2024-01-01,10500000.0,238095.23809523808
78:10:0005212,Крупнопанельные,1968,6,59.0,2024-01-01,9100000.0,154237.28813559323
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2012,19,39.7,2024-01-01,10890000.0,274307.3047858942
78:10:0005211,Кирпичные,2001,4,61.9,2024-01-01,14000000.0,226171.24394184168
78:10:0005209,Кирпичные,1964,2,44.1,2024-01-01,7200000.0,163265.30612244896
78:10:0005225,Кирпичные,1977,6,69.7,2024-01-01,10600000.0,152080.34433285508
78:10:0005225,Кирпичные,1977,3,144.0,2024-01-01,10200000.0,70833.33333333333
78:10:0005211,Крупнопанельные,1970,4,30.5,2024-01-01,6050000.0,198360.65573770492
78:10:0005212,Из мелких бетонных блоков,2005,3,40.3,2024-01-01,12000000.0,297766.7493796526
78:10:0005203,Кирпичные,1965,5,50.6,2024-01-01,7900000.0,156126.48221343872
78:10:0005225,Крупнопанельные,1967,5,57.1,2024-01-01,8200000.0,143607.7057793345
78:10:0005211,Крупнопанельные,1970,5,30.7,2024-01-01,5900000.0,192182.41042345276
78:10:0005209,Кирпичные,1964,6,46.4,2024-01-01,7700000.0,165948.27586206896
78:10:0005217,Кирпичные,1966,4,57.9,2024-01-01,9175000.0,158462.86701208982
78:10:0005209,Кирпичные,1965,8,30.4,2024-01-01,6900000.0,226973.68421052632
78:10:0005211,Крупнопанельные,1967,1,30.6,2024-01-01,4900000.0,160130.71895424835
78:10:0005217,Крупнопанельные,1965,1,42.5,2024-01-01,1200000.0,28235.29411764706
78:10:0005212,Кирпичные,1973,6,54.3,2024-01-01,11400000.0,209944.7513812155
78:10:0005212,Крупнопанельные,1968,3,30.2,2024-01-01,5500000.0,182119.20529801326
78:10:0005209,Кирпичные,1966,7,46.8,2024-01-01,8200000.0,175213.67521367522
78:10:0005217,Кирпичные;Каркасно-панельные,1970,5,44.8,2024-01-01,7300000.0,162946.42857142858
78:10:0005211,Монолитные,2003,3,42.2,2024-01-01,3200000.0,75829.38388625592
78:10:0005218,Кирпичные,1969,11,45.1,2024-01-01,3750000.0,83148.55875831486
78:10:0522301,Крупнопанельные,1967,5,104.5,2024-01-01,13550000.0,129665.07177033492
78:10:0005210,Кирпичные;Монолитные,2007,4,71.0,2024-01-01,15600000.0,219718.30985915492
78:10:0005211,Крупнопанельные,1968,2,50.1,2024-01-01,6000000.0,119760.47904191616
78:10:0005218,Кирпичные,1969,4,45.9,2024-01-01,7250000.0,157952.06971677562
78:10:0522301,Из мелких бетонных блоков;Крупнопанельные;Каркасно-панельные,2012,4,40.8,2024-01-01,7350000.0,180147.05882352943
78:10:0005212,Крупнопанельные,1971,5,45.7,2024-01-01,8080000.0,176805.25164113785
78:10:0005212,Монолитные,2007,7,36.6,2024-01-01,7300000.0,199453.5519125683
78:10:0005217,Крупнопанельные,1966,1,163.0,2024-01-01,12250000.0,75153.37423312884
78:10:0005211,Крупнопанельные,1972,3,65.4,2024-01-01,280000.0,4281.345565749235
78:10:0005209,Кирпичные,1968,4,46.4,2024-01-01,8600000.0,185344.8275862069
78:10:0005211,Крупнопанельные,1969,4,29.0,2024-01-01,5950000.0,205172.41379310345
78:10:0005209,Кирпичные,1963,1,30.6,2024-01-01,3500000.0,114379.08496732026
78:10:0005209,Кирпичные,1998,2,131.9,2024-01-01,17800000.0,134950.72024260802
78:10:0005212,Крупнопанельные,1968,6,31.2,2024-01-01,6000000.0,192307.6923076923
78:10:0005218,Кирпичные,2006,4,64.0,2024-01-01,16300000.0,254687.5
78:10:0522301,Кирпичные,1970,10,51.9,2024-01-01,10300000.0,198458.57418111752
78:10:0005211,Крупнопанельные,1969,4,29.8,2024-01-01,5000000.0,167785.23489932885
78:10:0005212,Монолитные,2008,12,124.6,2024-01-01,6500000.0,52166.9341894061
78:10:0522301,Крупнопанельные,1966,2,89.4,2024-01-01,13330000.0,149105.14541387022
78:10:0005217,Шлакобетонные,1965,5,45.8,2024-01-01,6500000.0,141921.39737991267
78:10:0005217,Крупнопанельные,1971,4,50.6,2024-01-01,7600000.0,150197.62845849802
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2012,12,43.9,2024-01-01,11000000.0,250569.47608200458
78:10:0005211,Монолитные,2009,7,90.7,2024-01-01,21300000.0,234840.13230429988
78:10:0005217,Кирпичные,1973,10,55.9,2024-01-01,9500000.0,169946.3327370304
78:10:0005212,Крупнопанельные,1968,1,32.5,2024-01-01,6030000.0,185538.46153846153
78:10:0005212,Крупнопанельные,1968,5,31.3,2024-01-01,6500000.0,207667.73162939298
78:10:0005212,Кирпичные,1972,1,54.4,2024-01-01,7500000.0,137867.64705882352
78:10:0005210,Кирпичные;Монолитные,2012,3,36.9,2024-01-01,8850000.0,239837.39837398374
78:10:0005212,Крупнопанельные,1971,8,50.3,2024-01-01,7450000.0,148111.3320079523
78:10:0005217,Кирпичные,1996,3,56.9,2024-01-01,10000000.0,175746.9244288225
78:10:0005218,Кирпичные,1969,12,45.3,2024-01-01,10200000.0,225165.56291390728
78:10:0005211,Крупнопанельные,1969,2,28.8,2024-01-01,5150000.0,178819.44444444444
78:10:0005211,Кирпичные;Монолитные,2010,14,39.4,2024-01-01,8330000.0,211421.3197969543
78:10:0005211,Крупнопанельные,1967,3,45.0,2024-01-01,6800000.0,151111.11111111112
78:10:0522301,Крупнопанельные,1972,6,62.4,2024-01-01,2100000.0,33653.846153846156
78:10:0005209,Кирпичные,1975,3,66.7,2024-01-01,8000000.0,119940.0299850075
78:10:0005218,Крупнопанельные,1966,4,57.2,2024-01-01,1800000.0,31468.531468531466
78:10:0005212,Кирпичные,1966,3,69.8,2024-01-01,13950000.0,199856.7335243553
78:10:0005211,Монолитные,2009,5,88.8,2024-01-01,15000000.0,168918.91891891893
78:10:0522301,Крупнопанельные,1967,3,69.8,2024-01-01,10600000.0,151862.4641833811
78:10:0005218,Кирпичные,1970,6,35.0,2024-01-01,7000000.0,200000.0
78:10:0005217,Крупнопанельные,1965,6,72.3,2024-01-01,10950000.0,151452.28215767635
78:10:0005212,Крупнопанельные,1968,4,76.80000000000001,2024-01-01,13200000.0,171874.99999999997
78:10:0005209,Кирпичные,1964,9,48.0,2024-01-01,7700000.0,160416.66666666666
78:10:0005212,Кирпичные,1958,3,72.8,2024-01-01,11000000.0,151098.90109890111
78:10:0522301,Крупнопанельные,1967,2,69.4,2024-01-01,9400000.0,135446.6858789625
78:10:0005218,Кирпичные,1968,3,56.1,2024-01-01,12000000.0,213903.743315508
78:10:0005218,Кирпичные,1966,7,44.4,2024-01-01,9250000.0,208333.33333333334
78:10:0005211,Кирпичные;Крупнопанельные;Каркасно-панельные,1970,4,44.9,2024-01-01,1000000.0,22271.714922049
78:10:0005217,Крупнопанельные,1965,6,31.6,2024-01-01,5900000.0,186708.86075949366
78:10:0005209,Кирпичные,1963,2,55.6,2024-01-01,8700000.0,156474.8201438849
78:10:0005218,Кирпичные,2006,5,47.2,2024-01-01,9000000.0,190677.9661016949
78:10:0005217,Кирпичные,1966,2,32.0,2024-01-01,6250000.0,195312.5
78:10:0005224,Кирпичные,1972,4,183.7,2024-01-01,1600000.0,8709.853021230267
78:10:0005218,Крупнопанельные,1965,5,31.3,2024-01-01,5100000.0,162939.29712460065
78:10:0005210,Кирпичные;Монолитные,2012,12,81.9,2024-01-01,18300000.0,223443.22344322343
78:10:0005217,Крупнопанельные,1966,6,30.8,2024-01-01,5300000.0,172077.92207792206
78:10:0005218,Кирпичные,1969,10,44.2,2024-01-01,7950000.0,179864.25339366516
78:10:0005210,Из мелких бетонных блоков;Монолитные,2012,2,53.4,2024-01-01,14500000.0,271535.5805243446
78:10:0005203,Кирпичные,1953,4,75.9,2024-01-01,3000000.0,39525.69169960474
78:10:0005225,Кирпичные,1977,8,76.3,2024-01-01,10600000.0,138925.29488859765
78:10:0005209,Кирпичные,1966,3,57.0,2024-01-01,3500000.0,61403.508771929824
78:10:0005217,Крупнопанельные,1965,4,58.5,2024-01-01,7620000.0,130256.41025641025
78:10:0005209,Кирпичные,1964,2,51.3,2024-01-01,9100000.0,177387.9142300195
78:10:0005224,Кирпичные,1987,8,32.2,2024-01-01,5700000.0,177018.63354037266
78:10:0005212,Крупнопанельные,1968,2,50.3,2024-01-01,1900000.0,37773.359840954276
78:10:0005212,Крупнопанельные,1968,9,31.3,2024-01-01,5750000.0,183706.07028753994
78:10:0005209,Кирпичные,1964,5,56.4,2024-01-01,2100000.0,37234.04255319149
78:10:0005217,Крупнопанельные,1965,4,77.0,2024-01-01,11400000.0,148051.94805194804
78:10:0005208,Кирпичные,2001,7,72.2,2024-01-01,17500000.0,242382.27146814403
78:10:0005212,Крупнопанельные,1967,1,75.9,2024-01-01,10467874.72,137916.6629776021
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,13,38.2,2024-01-01,6400000.0,167539.2670157068
78:10:0522301,Крупнопанельные,1966,1,133.1,2024-01-01,10850000.0,81517.65589782118
78:10:0005212,Крупнопанельные,1968,9,75.0,2024-01-01,1000000.0,13333.333333333334
78:10:0005225,Крупнопанельные,1967,3,31.3,2024-01-01,4800000.0,153354.6325878594
78:10:0005209,Кирпичные,1963,3,43.6,2024-01-01,5200000.0,119266.05504587156
78:10:0005218,Крупнопанельные,2004,8,65.3,2024-01-01,13700000.0,209800.9188361409
78:10:0005209,Кирпичные,1964,5,57.7,2024-01-01,12400000.0,214904.67937608316
78:10:0005209,Кирпичные,1998,8,45.6,2024-01-01,9320000.0,204385.9649122807
78:10:0005210,Смешанные,2018,6,27.9,2024-01-01,7900000.0,283154.1218637993
78:10:0005211,Монолитные,2009,3,60.5,2024-01-01,14000000.0,231404.95867768594
78:10:0005211,Монолитные,2003,7,42.2,2024-01-01,6000000.0,142180.09478672984
78:10:0005218,Крупнопанельные,1965,5,61.90000000000001,2024-01-01,10250000.0,165589.66074313407
78:10:0005211,Кирпичные;Крупнопанельные;Каркасно-панельные,1970,9,30.3,2024-01-01,6500000.0,214521.4521452145
78:10:0005211,Крупнопанельные,1968,2,59.7,2024-01-01,7850000.0,131490.78726968175
78:10:0005210,Кирпичные;Монолитные,2012,14,83.8,2024-01-01,20500000.0,244630.07159904536
78:10:0005203,Крупнопанельные,1963,4,41.9,2024-01-01,6000000.0,143198.0906921241
78:10:0005211,Монолитные,2003,13,48.2,2024-01-01,10600000.0,219917.01244813277
78:10:0005210,Смешанные,2018,14,38.8,2024-01-01,2000000.0,51546.39175257732
78:10:0005210,Смешанные,2018,18,55.6,2024-01-01,12800000.0,230215.8273381295
78:10:0005217,Крупнопанельные,1965,3,30.6,2024-01-01,5500000.0,179738.56209150326
78:10:0005209,Кирпичные,1964,1,31.0,2024-01-01,7900000.0,254838.70967741936
78:10:0005209,Кирпичные,1968,6,36.4,2024-01-01,6400000.0,175824.17582417582
78:10:0005218,Крупнопанельные,1966,4,48.7,2024-01-01,7450000.0,152977.41273100616
78:10:0005225,Кирпичные,1977,5,90.9,2024-01-01,13990000.0,153905.3905390539
78:10:0005210,Кирпичные,2005,13,47.2,2024-01-01,10800000.0,228813.5593220339
78:10:0005224,Крупнопанельные,1967,5,41.2,2024-01-01,1850000.0,44902.91262135922
78:10:0005224,Крупнопанельные,1967,1,91.3,2024-01-01,11500000.0,125958.37897042716
78:10:0005218,Крупнопанельные,1965,3,31.0,2024-01-01,5500000.0,177419.35483870967
78:10:0005225,Крупнопанельные,1968,1,43.6,2024-01-01,5400000.0,123853.21100917431
78:10:0005209,Кирпичные,1964,3,44.1,2024-04-01,6500000.0,147392.2902494331
78:10:0005217,Крупнопанельные,1965,6,120.5,2024-04-01,20850000.0,173029.0456431535
78:10:0005211,Крупнопанельные,1968,2,30.9,2024-04-01,6900000.0,223300.97087378643
78:10:0005209,Кирпичные,1963,4,87.2,2024-04-01,14350000.0,164564.22018348624
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,12,64.2,2024-04-01,16500000.0,257009.34579439252
78:10:0005211,Кирпичные,1969,3,35.1,2024-04-01,6100000.0,173789.17378917377
78:10:0005218,Кирпичные,2006,4,114.0,2024-04-01,23100000.0,202631.57894736843
78:10:0005212,Крупнопанельные,1968,7,29.4,2024-04-01,7000000.0,238095.2380952381
78:10:0522301,Крупнопанельные,1968,1,44.6,2024-04-01,2182158.0,48927.30941704036
78:10:0005209,Кирпичные,1964,3,48.9,2024-04-01,7500000.0,153374.23312883437
78:10:0005209,Кирпичные,1963,1,60.5,2024-04-01,9570000.0,158181.81818181818
78:10:0005212,Крупнопанельные,1968,6,50.2,2024-04-01,2339400.0,46601.593625498004
78:10:0005211,Крупнопанельные,1967,4,55.7,2024-04-01,7050000.0,126570.91561938958
78:10:0005212,Крупнопанельные,1968,7,99.4,2024-04-01,8500000.0,85513.07847082494
78:10:0005217,Крупнопанельные,1965,2,165.6,2024-04-01,25600000.0,154589.37198067634
78:10:0005217,Крупнопанельные,1965,2,77.4,2024-04-01,7980000.0,103100.77519379844
78:10:0005218,Крупнопанельные,1965,2,73.4,2024-04-01,10600000.0,144414.1689373297
78:10:0005224,Крупнопанельные,1967,3,60.0,2024-04-01,8651485.0,144191.41666666666
78:10:0005217,Кирпичные,1966,8,33.5,2024-04-01,3500000.0,104477.6119402985
78:10:0005211,Кирпичные,2001,6,40.1,2024-04-01,9200000.0,229426.43391521196
78:10:0005217,Крупнопанельные,1966,2,131.3,2024-04-01,19650000.0,149657.27341964963
78:10:0005218,Крупнопанельные,1965,3,61.9,2024-04-01,10550000.0,170436.1873990307
78:10:0005212,Кирпичные,1958,3,49.8,2024-04-01,7800000.0,156626.5060240964
78:10:0005212,Крупнопанельные,1968,6,136.7,2024-04-01,23250000.0,170080.46817849306
78:10:0005217,Крупнопанельные,1969,7,30.8,2024-04-01,5500000.0,178571.42857142858
78:10:0522301,Крупнопанельные,1966,5,82.2,2024-04-01,10500000.0,127737.22627737226
78:10:0005210,Монолитные,2007,21,48.4,2024-04-01,12500000.0,258264.46280991737
78:10:0005217,Крупнопанельные,1971,4,62.1,2024-04-01,500000.0,8051.529790660225
78:10:0005218,Кирпичные,1968,4,57.8,2024-04-01,9700000.0,167820.06920415227
78:10:0005209,Кирпичные,1963,5,44.6,2024-04-01,9300000.0,208520.1793721973
78:10:0005209,Кирпичные,1969,6,32.6,2024-04-01,7050000.0,216257.66871165644
78:10:0005217,Кирпичные;Каркасно-панельные,1970,9,79.6,2024-04-01,10700000.0,134422.11055276383
78:10:0005225,Крупнопанельные,1967,2,102.3,2024-04-01,12750000.0,124633.431085044
78:10:0005210,Кирпичные;Монолитные,2012,10,38.4,2024-04-01,13000000.0,338541.6666666667
78:10:0005211,Кирпичные,1969,4,34.4,2024-04-01,5400000.0,156976.7441860465
78:10:0005218,Кирпичные,1967,8,47.4,2024-04-01,7500000.0,158227.84810126582
78:10:0005211,Крупнопанельные,1968,6,93.8,2024-04-01,17850000.0,190298.50746268657
78:10:0005209,Кирпичные,1968,11,35.3,2024-04-01,5800000.0,164305.9490084986
78:10:0005212,Крупнопанельные,1971,2,30.9,2024-04-01,5400000.0,174757.28155339806
78:10:0522301,Крупнопанельные,1968,5,44.5,2024-04-01,6050000.0,135955.05617977527
78:10:0005218,Кирпичные,2006,5,63.8,2024-04-01,14000000.0,219435.736677116
78:10:0005224,Крупнопанельные,1967,5,45.8,2024-04-01,6000000.0,131004.36681222708
78:10:0005212,Крупнопанельные,1968,4,31.0,2024-04-01,7900000.0,254838.70967741936
78:10:0005217,Крупнопанельные,1965,1,120.8,2024-04-01,12200000.0,100993.3774834437
78:10:0005224,Крупнопанельные,1967,3,71.80000000000001,2024-04-01,12400000.0,172701.9498607242
78:10:0005209,Кирпичные,1965,8,48.8,2024-04-01,3400000.0,69672.13114754099
78:10:0005211,Крупнопанельные,1968,5,87.6,2024-04-01,14900000.0,170091.32420091325
78:10:0005209,Кирпичные,1965,8,30.3,2024-04-01,5890000.0,194389.43894389438
78:10:0005211,Кирпичные,1959,1,73.4,2024-04-01,11500000.0,156675.74931880107
78:10:0005209,Кирпичные,1965,3,50.8,2024-04-01,9750000.0,191929.13385826774
78:10:0522301,Кирпичные,1968,9,51.5,2024-04-01,7500000.0,145631.06796116504
78:10:0005209,Кирпичные,1966,3,45.1,2024-04-01,7200000.0,159645.23281596453
78:10:0005218,Крупнопанельные,1972,8,44.5,2024-04-01,2182158.0,49037.25842696629
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2012,10,94.8,2024-04-01,18300000.0,193037.9746835443
78:10:0005218,Кирпичные,1969,12,46.6,2024-04-01,9150000.0,196351.93133047209
78:10:0005217,Кирпичные;Каркасно-панельные,1970,5,30.6,2024-04-01,6699000.0,218921.56862745096
78:10:0005209,Кирпичные,1964,6,47.6,2024-04-01,8700000.0,182773.1092436975
78:10:0005211,Крупнопанельные,1969,1,39.6,2024-04-01,5300000.0,133838.38383838383
78:10:0005217,Крупнопанельные,1966,4,46.1,2024-04-01,6200000.0,134490.23861171366
78:10:0005212,Крупнопанельные,1967,5,171.7,2024-04-01,25300000.0,147350.02912055913
78:10:0005212,Крупнопанельные,1968,5,44.6,2024-04-01,7000000.0,156950.6726457399
78:10:0005211,Крупнопанельные,1968,9,31.1,2024-04-01,7000000.0,225080.38585209002
78:10:0005225,Кирпичные,1977,5,68.8,2024-04-01,9200000.0,133720.93023255814
78:10:0005217,Крупнопанельные,1965,6,58.2,2024-04-01,6000000.0,103092.78350515463
78:10:0005212,Кирпичные,1958,1,43.6,2024-04-01,6125000.0,140481.6513761468
78:10:0522301,Крупнопанельные,1967,3,202.6,2024-04-01,20350000.0,100444.22507403752
78:10:0005217,Крупнопанельные,1966,1,208.9,2024-04-01,11100000.0,53135.47151747248
78:10:0005212,Крупнопанельные,1968,9,44.4,2024-04-01,7650000.0,172297.2972972973
78:10:0005217,Крупнопанельные,1971,7,50.2,2024-04-01,8250000.0,164342.6294820717
78:10:0005212,Крупнопанельные,2005,13,36.2,2024-04-01,8300000.0,229281.7679558011
78:10:0005225,Крупнопанельные,1967,1,46.2,2024-04-01,6400000.0,138528.13852813852
78:10:0005217,Крупнопанельные,1965,1,91.3,2024-04-01,9700000.0,106243.15443592552
78:10:0005209,Кирпичные,1966,6,58.6,2024-04-01,10450000.0,178327.64505119453
78:10:0005210,Из мелких бетонных блоков;Монолитные,2012,8,41.1,2024-04-01,9950000.0,242092.45742092456
78:10:0005218,Кирпичные,1966,1,109.6,2024-04-01,8800000.0,80291.9708029197
78:10:0005217,Крупнопанельные,1965,3,30.6,2024-04-01,5670000.0,185294.11764705883
78:10:0005218,Крупнопанельные,1966,2,46.4,2024-04-01,7000000.0,150862.06896551725
78:10:0522301,Крупнопанельные,1967,4,44.5,2024-04-01,5200000.0,116853.93258426966
78:10:0005210,Монолитные,2007,7,46.9,2024-04-01,11600000.0,247334.75479744136
78:10:0005211,Крупнопанельные,1968,3,98.0,2024-04-01,13650000.0,139285.7142857143
78:10:0005209,Кирпичные,1965,7,64.2,2024-04-01,10300000.0,160436.1370716511
78:10:0005217,Крупнопанельные,1995,6,33.8,2024-04-01,6500000.0,192307.6923076923
78:10:0005217,Крупнопанельные,1965,3,45.5,2024-04-01,6450000.0,141758.24175824175
78:10:0005209,Кирпичные,1965,3,60.0,2024-04-01,9500000.0,158333.33333333334
78:10:0005209,Кирпичные,1966,4,34.0,2024-04-01,6900000.0,202941.17647058822
78:10:0005217,Крупнопанельные,1966,4,31.2,2024-04-01,4900000.0,157051.28205128206
78:10:0005211,Кирпичные,2001,4,84.5,2024-04-01,18150000.0,214792.89940828402
78:10:0005225,Кирпичные,1977,6,45.8,2024-04-01,7900000.0,172489.08296943232
78:10:0005225,Крупнопанельные,1967,5,95.2,2024-04-01,11075000.0,116334.03361344537
78:10:0005211,Крупнопанельные,1968,1,30.0,2024-04-01,4000000.0,133333.33333333334
78:10:0005217,Кирпичные,1970,5,51.0,2024-04-01,7500000.0,147058.82352941178
78:10:0005211,Крупнопанельные,1967,1,31.4,2024-04-01,4500000.0,143312.10191082803
78:10:0005212,Кирпичные,1966,5,37.2,2024-04-01,6650000.0,178763.44086021505
78:10:0005210,Кирпичные;Каркасно-панельные;Монолитные,2011,6,64.8,2024-04-01,17000000.0,262345.6790123457
78:10:0005212,Крупнопанельные,1968,9,29.4,2024-04-01,5800000.0,197278.91156462586
78:10:0005217,Кирпичные,1973,1,54.7,2024-04-01,6900000.0,126142.59597806215
78:10:0005203,Кирпичные,1987,9,48.9,2024-04-01,10000000.0,204498.97750511247
78:10:0005212,Крупнопанельные,1968,2,50.4,2024-04-01,7750000.0,153769.84126984127
78:10:0005224,Кирпичные,1987,1,34.0,2024-04-01,5150000.0,151470.58823529413
78:10:0005212,Монолитные,2004,4,43.0,2024-04-01,10800000.0,251162.7906976744
